sequence_number,US,source_a,source_c,source_b,source_d,source_e,source_m,source_o,source_h,source_r,source_s,source_t,source_u,source_p,source_x,source_w,Freq,last_update_days_ago,1st_update_days_ago,Web.order,Gender.male,Address_is_res,Purchase,Spending,Partition
94,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2102,2102,1,1,0,1,54,s
105,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1112,1112,0,1,0,1,164,s
108,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2907,2907,0,1,0,1,160,v
109,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3724,3724,0,1,0,1,305,t
111,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3791,3852,1,1,1,1,534,t
113,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4005,4005,1,1,0,1,105,s
114,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1130,1130,1,1,0,1,79,t
118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1529,1577,0,1,0,1,186,s
120,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,667,667,0,1,0,1,324,t
121,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4157,4157,1,1,0,1,69,v
122,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3436,3517,1,1,0,1,225,v
125,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1863,1863,0,1,1,1,167,v
128,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1302,1302,1,1,0,1,67,s
130,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3883,3883,0,1,0,1,67,v
131,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2960,3746,0,1,1,1,120,t
136,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1121,4065,1,1,0,1,420,t
138,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2648,2648,1,1,0,1,130,v
140,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1240,4157,1,1,1,1,141,v
143,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2960,3213,1,1,0,1,129,v
156,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1242,1394,1,1,1,1,432,s
160,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2024,2369,0,1,0,1,547,v
167,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,169,169,1,1,0,1,163,s
168,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3662,3704,0,1,1,1,310,t
169,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,582,1584,1,1,0,1,326,v
179,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3944,3944,1,1,0,1,68,s
185,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2960,3188,0,1,1,1,129,s
186,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1598,1598,1,1,0,1,40,t
188,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2675,2675,0,1,0,1,30,t
189,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1989,3255,0,1,0,1,130,v
190,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1569,1569,1,1,0,1,32,s
193,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1864,2487,0,1,0,1,243,t
195,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2723,2842,1,1,0,1,237,v
198,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2466,4036,1,1,0,1,145,v
201,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2024,2068,1,1,0,1,437,v
202,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2080,2114,1,1,1,1,35,t
207,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,50,50,1,1,0,1,25,s
209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1926,1926,0,1,0,1,62,t
214,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1037,1899,0,1,0,1,278,t
219,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,191,2024,1,1,0,1,363,s
220,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,182,182,1,1,0,1,1075,t
223,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3236,3236,1,1,0,1,128,s
234,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3883,3883,1,1,0,1,33,s
237,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2562,2562,1,1,0,1,35,t
238,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2705,2705,0,1,0,1,130,s
239,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2333,2333,1,1,1,1,161,v
240,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2933,2936,1,1,0,1,54,v
241,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,290,290,1,1,0,1,163,t
248,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1141,2915,0,1,0,1,208,t
249,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3011,3011,0,1,0,1,80,v
255,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2648,2648,1,1,0,1,130,t
257,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1758,2794,1,1,0,1,167,s
259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,814,814,1,1,0,1,172,t
267,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,800,2640,1,1,0,1,1294,s
276,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,107,107,1,1,0,1,129,s
277,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2009,2065,0,1,0,1,163,v
279,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1086,2710,0,1,1,1,135,s
289,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,7,0,1,0,1,129,s
295,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1120,3122,1,1,0,1,200,v
301,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3791,3791,1,1,0,1,88,v
315,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1991,1991,0,1,0,1,261,t
318,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2102,2102,1,1,0,1,161,v
319,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,2100,3944,0,1,0,1,204,s
323,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,520,1008,1,1,0,1,212,v
324,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2194,2241,0,1,1,1,30,v
332,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2481,3359,1,1,0,1,619,t
335,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2404,2404,0,1,0,1,114,s
346,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1128,3746,0,1,0,1,248,t
347,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,492,1792,1,1,1,1,139,v
349,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2962,3244,1,1,0,1,96,v
350,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4157,4157,0,1,0,1,98,s
351,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,891,891,1,1,0,1,81,t
352,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2065,3822,0,1,0,1,197,v
354,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2054,2404,1,1,0,1,25,t
362,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,841,2088,1,1,1,1,50,s
365,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3655,3655,0,1,0,1,35,t
368,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2802,2802,1,1,0,1,161,v
370,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,430,2772,1,1,0,1,1184,t
373,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1536,1709,0,1,0,1,1500,v
376,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3235,3235,1,1,1,1,110,s
377,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1031,3388,0,1,0,1,191,v
380,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3129,3262,0,1,0,1,217,t
385,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1192,1192,1,1,0,1,44,s
386,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,314,314,0,1,0,1,149,v
387,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,506,1785,1,1,0,1,282,v
389,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2618,2618,1,1,1,1,6,s
390,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,9,9,0,1,1,1,196,t
393,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1529,1619,0,1,1,1,424,v
400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,458,827,1,1,0,1,114,t
401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,864,1248,0,1,0,1,163,t
403,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3975,4157,1,1,0,1,170,s
404,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2044,2081,1,1,1,1,136,v
405,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1646,1708,0,1,1,1,83,v
418,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1842,2737,1,1,1,1,169,v
423,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,758,758,0,1,0,1,83,v
427,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1794,2291,1,1,1,1,259,s
432,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1498,2831,0,1,1,1,209,v
433,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1739,3278,0,1,0,1,226,s
440,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2102,2102,1,1,0,1,54,v
442,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,535,535,0,1,1,1,149,v
445,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,486,486,0,1,0,1,30,t
446,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3262,3262,1,1,0,1,158,v
448,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2647,3689,0,1,0,1,1255,v
449,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3593,3593,0,1,0,1,98,v
453,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4188,4188,1,1,0,1,137,s
456,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,827,827,1,1,0,1,163,v
477,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,463,2432,1,1,0,1,322,t
484,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,308,308,0,1,0,1,40,v
486,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2415,2415,1,1,0,1,35,s
490,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1708,1800,1,1,0,1,122,v
505,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2962,3244,1,1,0,1,95,s
508,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3549,3549,1,1,0,1,229,t
516,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1592,1683,1,1,1,1,30,t
520,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,148,1113,0,1,1,1,214,t
527,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2845,2845,0,1,0,1,120,s
534,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,491,3671,1,1,1,1,139,t
537,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3513,3529,1,1,0,1,219,v
538,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1184,3376,0,1,0,1,44,s
539,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3636,3648,1,1,0,1,128,v
542,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2102,2102,1,1,0,1,171,v
543,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1851,1851,1,1,0,1,30,s
547,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2957,3382,0,1,0,1,130,v
551,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2220,2220,0,1,0,1,171,t
561,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,1374,3229,0,1,0,1,369,s
566,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3201,3201,1,1,0,1,129,v
571,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2459,3746,1,1,0,1,153,s
574,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,216,2758,1,1,1,1,123,v
575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2831,2887,1,1,0,1,170,t
576,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2417,2417,1,1,0,1,130,v
577,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3944,3944,1,1,0,1,128,s
583,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1680,1680,1,1,0,1,116,t
585,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,465,2897,0,1,0,1,133,v
596,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2199,2257,1,1,0,1,81,s
599,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2481,2481,1,1,0,1,153,v
601,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,216,2051,1,1,1,1,150,v
607,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2326,2333,1,1,0,1,161,v
615,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,162,188,1,1,0,1,1162,v
625,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2957,3171,0,1,0,1,129,t
634,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4065,4065,1,1,0,1,128,v
635,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,850,868,1,1,0,1,210,v
636,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,15,3283,0,1,0,1,142,s
641,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,120,120,0,1,0,1,149,s
643,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,582,829,0,1,0,1,69,v
644,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2704,2905,1,1,0,1,8,t
645,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,1128,3430,1,1,1,1,236,s
646,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3944,4096,0,1,1,1,362,v
651,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2759,2759,0,1,0,1,35,t
653,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,792,3689,0,1,0,1,331,s
656,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3327,3327,1,1,1,1,98,t
664,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3157,3180,1,1,0,1,162,t
666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2012,2053,1,1,1,1,160,t
668,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3342,3342,0,1,0,1,98,s
674,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2829,3381,0,1,0,1,163,v
678,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,581,581,0,1,1,1,203,v
690,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2402,2402,0,1,0,1,85,v
695,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2379,2379,0,1,0,1,207,t
698,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1809,1925,1,1,1,1,58,v
702,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,549,2306,1,1,1,1,484,t
704,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,609,609,0,1,0,1,162,s
705,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2158,2249,1,1,0,1,64,s
707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1052,1052,0,1,0,1,170,v
717,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3496,3496,0,1,0,1,40,s
721,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1128,2996,0,1,0,1,620,t
722,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3382,3382,1,1,0,1,132,v
724,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,582,582,1,1,0,1,89,v
726,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2313,2313,0,1,0,1,140,v
730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,770,770,0,1,0,1,43,v
735,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2634,2634,0,1,0,1,116,v
736,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1120,3244,0,1,0,1,124,v
737,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2452,2478,1,1,0,1,100,s
743,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3054,3067,0,1,1,1,99,s
746,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3695,3695,0,1,0,1,129,v
753,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2947,2947,0,1,0,1,230,v
762,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3670,3670,1,1,0,1,19,t
768,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1605,1605,1,1,0,1,85,s
769,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1164,3822,1,1,0,1,349,s
776,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3264,3264,0,1,0,1,39,v
778,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1752,1752,0,1,0,1,54,v
779,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,479,2908,1,1,0,1,204,v
780,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2564,3390,0,1,0,1,73,t
786,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2828,2828,0,1,0,1,130,s
787,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1043,2733,0,1,0,1,335,t
788,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2080,2101,1,1,0,1,130,v
792,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2656,2849,0,1,0,1,85,v
793,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1154,1154,1,1,1,1,44,t
799,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3374,3549,0,1,1,1,163,v
802,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,539,2544,1,1,0,1,131,t
803,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2333,2333,0,1,0,1,161,s
804,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2626,2626,1,1,0,1,25,t
805,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2375,2375,1,1,0,1,145,v
807,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2887,3125,0,1,1,1,159,v
812,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2590,2590,1,1,0,1,163,s
813,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,905,905,0,1,0,1,81,t
820,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2417,2417,1,1,0,1,270,t
821,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3158,3158,0,1,0,1,34,v
823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,155,155,0,1,0,1,164,v
828,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3251,3251,1,1,0,1,15,t
829,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3269,3269,0,1,0,1,31,v
835,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,918,3479,0,1,0,1,1441,t
837,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1240,2758,0,1,0,1,232,s
839,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4005,4127,0,1,0,1,141,v
850,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3944,3944,1,1,0,1,49,v
851,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,801,1865,1,1,0,1,253,s
852,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1759,1879,1,1,1,1,130,v
853,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2999,2999,1,1,0,1,160,t
854,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1794,3101,1,1,0,1,525,v
862,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1752,3013,0,1,0,1,160,t
867,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3536,3541,0,1,0,1,128,v
868,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1121,2016,1,1,0,1,247,t
869,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3852,3852,1,1,0,1,128,t
871,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2018,2047,0,1,0,1,161,t
873,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1240,2404,1,1,0,1,54,s
877,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2117,2117,0,1,0,1,161,v
880,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2009,2059,0,1,0,1,230,t
888,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2893,3251,0,1,0,1,160,v
893,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,332,2052,1,1,0,1,410,t
899,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2912,2913,1,1,0,1,96,s
907,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,891,891,1,1,0,1,163,s
912,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3171,3171,0,1,0,1,260,v
917,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3822,3822,0,1,0,1,128,t
918,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1794,2648,1,1,0,1,107,t
926,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1218,1218,1,1,0,1,44,s
927,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,400,2998,1,1,0,1,522,s
930,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,486,1849,0,1,1,1,266,v
933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1190,1190,0,1,0,1,205,t
934,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1011,2492,0,1,1,1,471,t
949,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1638,1638,1,1,0,1,30,s
958,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2072,2100,0,1,0,1,105,t
960,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2533,2533,1,1,0,1,9,t
965,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,744,4065,0,1,1,1,128,s
968,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1556,1556,1,1,0,1,46,s
973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,659,659,1,1,0,1,58,t
975,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,871,3746,0,1,0,1,496,t
977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1137,1323,0,1,0,1,292,t
981,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,701,2022,1,1,0,1,290,v
983,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3791,3791,0,1,1,1,98,v
984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,427,427,0,1,0,1,56,t
987,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,715,3914,1,1,1,1,129,v
989,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3521,3669,1,1,0,1,331,v
992,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3229,3229,1,1,0,1,279,v
999,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2828,2828,1,1,0,1,100,v
1003,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2200,2256,0,1,1,1,161,s
1009,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2016,2016,0,1,0,1,54,v
1010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1379,1438,0,1,0,1,143,t
1014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,791,791,1,1,0,1,68,t
1018,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1710,1743,0,1,1,1,311,t
1020,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1879,2725,0,1,1,1,164,v
1021,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2438,2478,1,1,0,1,104,s
1024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1836,1836,1,1,0,1,130,t
1027,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3706,3706,0,1,0,1,228,v
1029,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2240,3536,0,1,1,1,189,t
1032,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1052,1052,1,1,0,1,40,t
1036,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,109,v
1037,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,492,1373,0,1,0,1,43,t
1040,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,472,2102,1,1,0,1,229,t
1042,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2464,3944,1,1,0,1,86,v
1044,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2977,2977,1,1,0,1,160,v
1045,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,469,792,1,1,0,1,377,t
1046,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3566,3566,1,1,0,1,229,s
