Class,AngleCh1,AreaCh1,AvgIntenCh1,AvgIntenCh2,AvgIntenCh3,AvgIntenCh4,ConvexHullAreaRatioCh1,ConvexHullPerimRatioCh1,DiffIntenDensityCh1,DiffIntenDensityCh3,DiffIntenDensityCh4,EntropyIntenCh1,EntropyIntenCh3,EntropyIntenCh4,EqCircDiamCh1,EqEllipseLWRCh1,EqEllipseOblateVolCh1,EqEllipseProlateVolCh1,EqSphereAreaCh1,EqSphereVolCh1,FiberAlign2Ch3,FiberAlign2Ch4,FiberLengthCh1,FiberWidthCh1,IntenCoocASMCh3,IntenCoocASMCh4,IntenCoocContrastCh3,IntenCoocContrastCh4,IntenCoocEntropyCh3,IntenCoocEntropyCh4,IntenCoocMaxCh3,IntenCoocMaxCh4,KurtIntenCh1,KurtIntenCh3,KurtIntenCh4,LengthCh1,NeighborAvgDistCh1,NeighborMinDistCh1,NeighborVarDistCh1,PerimCh1,ShapeBFRCh1,ShapeLWRCh1,ShapeP2ACh1,SkewIntenCh1,SkewIntenCh3,SkewIntenCh4,SpotFiberCountCh3,SpotFiberCountCh4,TotalIntenCh1,TotalIntenCh2,TotalIntenCh3,TotalIntenCh4,VarIntenCh1,VarIntenCh3,VarIntenCh4,WidthCh1,XCentroid,YCentroid
WS,178.7724311,405,58.09819121,5.359173127,88.64599483,2.051679587,1.290797546,0.853070389,74.6046176,123.5656566,6.076479076,6.706817735,5.412658791,2.61501417,22.72635085,5.764860891,1495.141905,259.3543771,1622.591837,6145.931894,1.684499936,1,61.51905621,6.943145706,0.078403687,0.069129713,8.005808817,10.65774648,5.812908523,5.032886515,0.281065089,0.233727811,4.96359783,5.753806391,0.708740786,50.35255503,292.9365721,72.89207457,105.1006518,136.9244038,0.676417983,4.227745883,3.492877354,2.111768913,2.373482886,1.194723409,1,10,22484,1688,34306,794,62.1906768,151.0696615,2.552278411,11.91002402,87,379
WS,29.83992607,275,194.5931559,278.8821293,30.33840304,95.98479087,1.089416058,0.927900542,86.90515464,28.88865979,74.93402062,7.544473742,3.071150692,5.23761092,18.73493103,1.252242471,390.3906322,311.7532276,1102.69161,3443.141878,1.653985411,1.181507314,22.76080951,12.61830989,0.363539437,0.123348314,1.422454255,5.163772873,2.998246311,5.179248511,0.598360656,0.348360656,-0.846950353,10.83746708,-0.766751104,24.25318908,183.4992572,26.1021237,81.56251631,70.75823881,0.617228048,1.317010627,1.3872435,0.129952921,3.263554775,0.687827462,2,8,51178,73084,7979,25244,112.3431305,73.12765239,103.7133359,18.41533287,185,190
PS,102.0942889,253,41.19834711,53.07024793,100.8512397,15.01239669,1.432146295,0.7604685,46.18734793,106.5961071,20.31386861,6.368589969,6.788617028,2.907490321,17.97139987,3.6700783,589.9052541,160.7336972,1014.643991,3039.095481,2,1.814994433,55.9706301,4.864449403,0.010709239,0.325220272,14.26038791,2.141682532,6.981576279,3.326936813,0.05,0.6,0.818666175,1.626821669,2.521110012,41.97399434,218.275154,22.54706592,119.5169101,121.670159,0.420472104,2.920411776,4.326750248,1.031667444,1.374899495,1.838401945,2,6,9970,12602,24406,3633,32.2486773,99.26399905,26.93556459,14.37262878,415,226
WS,71.00273156,377,31.28888889,197.2861111,17.42222222,68.10277778,1.225721785,0.884535073,42.65485362,17.64714946,37.93066256,6.015770715,4.888765446,6.186562928,21.91923914,3.780704855,1086.32979,287.335254,1509.387755,5514.105194,1.478583641,1.223562563,51.63836237,7.733762753,0.049052648,0.035038123,8.374935843,5.250446726,6.137586844,6.314458421,0.206349206,0.165079365,-0.595365618,2.218977311,-1.228278932,48.25971139,233.7290384,27.02934703,118.0812567,118.7442502,0.525273382,3.242007409,2.809631969,0.361250132,1.434625067,0.299327666,2,8,11264,70664,6272,24517,20.29271596,19.89401238,58.4333713,14.88574988,107,128
PS,99.56408626,165,33.74683544,524.0189873,23.08860759,113.0949367,1.109118087,0.897105659,41.65714286,26.33571429,101.9785714,5.759556464,2.924565901,4.664770097,14.52120873,1.415695442,193.2823057,136.5281684,662.4535147,1603.27096,1.800797099,1.786346989,22.39599229,7.827699544,0.325557875,0.13291158,1.84741784,4.828230251,3.206815845,4.844652288,0.572463768,0.35915493,-0.313395727,4.115725058,0.050921445,19.18200017,202.7030412,22.73226053,99.07322225,60.44738367,0.603117449,1.339967475,1.658586484,0.252204607,2.165189866,1.122331551,3,5,5332,82638,3648,17869,19.84526749,44.80229138,143.6234435,14.31527297,148,152
PS,21.23625011,176,46.70833333,116.0952381,29.19642857,87.05357143,1.093484419,0.956373281,43.25082508,32.16171617,55.18481848,6.222034536,4.606702941,6.509556932,14.97369095,1.330290489,205.4275639,154.423087,704.3809524,1757.863782,1.628291444,1.491585076,18.89867816,9.789299393,0.079043454,0.00825841,7.326180725,11.29444057,5.445665798,7.125687231,0.264900662,0.01986755,-0.664805953,1.741612347,-0.993314919,18.60614751,262.7312215,15.35714286,143.7255401,57.3759551,0.577760245,1.135829026,1.416003668,0.390713044,1.502536678,0.091608191,1,5,7847,19337,4905,14625,28.61554568,38.41119302,53.27179399,16.38111642,495,130
WS,139.8641914,376,84.3091922,159.9972145,35.6545961,34.18662953,1.280471822,0.920604413,53.82534776,19.46367852,19.10200927,6.984259247,2.414106117,3.849018195,21.88877458,4.736516641,1210.856722,255.6428729,1505.195011,5491.145718,1.012813185,1.020221253,51.41961061,7.776856568,0.556843453,0.301933509,0.214577162,1.509335882,1.902083,3.633616884,0.744615385,0.547692308,-0.161493337,4.976913753,-0.511128581,48.75917261,171.4285936,21.30409614,77.43124171,118.3929344,0.539536614,3.408794327,2.789370857,0.4396085,2.377358394,0.948820341,3,11,30267,57081,12800,12273,44.58970114,77.61079186,45.35248811,14.30393504,195,133
PS,84.43197443,168,182.8509317,294.1242236,191.242236,5.633540373,1.179791976,0.942114269,108.2152778,123.0555556,6.826388889,6.766358785,3.848564276,2.073671274,14.65842005,2.104640163,242.4093077,115.1785051,675.031746,1649.149813,1.086566544,1.191192231,22.1305206,7.968962311,0.260523238,0.456751709,1.003472892,0.710737025,3.62340568,2.274151921,0.506849315,0.671232877,0.200903819,0.755858807,9.735657974,19.85728716,217.2747937,12.32829921,110.5692463,60.19896582,0.726032314,1.69641294,1.635205052,0.670927485,1.460390191,3.086503876,1,3,29439,47194,30790,907,107.894831,299.1315333,13.60840508,11.70545608,144,129
PS,91.96650571,569,23.93922652,100.9742173,35.50092081,38.55432781,1.590340664,0.603958363,38.1582213,31.56463289,30.30920372,5.713823136,5.641285474,5.42112038,26.91994321,1.602478323,1310.139005,817.570501,2276.659864,10214.59237,1.543906649,1.293328004,90.54812813,6.711191185,0.052002548,0.072164705,6.262700735,5.746329663,6.179865168,5.838460558,0.218106996,0.255717256,1.265189844,2.180717324,0.189994327,42.33792414,166.4548229,34.03300552,70.98442521,194.5186386,0.429591039,1.35293264,4.954854635,0.931821525,1.423445439,1.005691885,3,14,12999,54287,19277,20935,18.51041191,40.79431743,42.97166284,31.29344573,271,258
WS,77.80348715,342,73.27217125,203.3547401,70.67889908,174.1865443,1.068350669,0.954725961,63.2557377,60.28852459,95.40983607,6.958175317,4.610216403,6.908018736,20.8904647,1.764168911,642.4114332,364.1439486,1371.027211,4773.565926,1.26531382,1.203073751,25.53971231,13.81043627,0.197250474,0.026357544,2.514892473,5.008924731,4.387903631,6.50788721,0.44516129,0.136666667,-0.255140939,3.886536165,-0.733050058,28.53299146,321.1063548,25.430901,134.2855807,78.70029715,0.68018708,1.615611397,1.397387673,0.399406148,1.989304645,0.665414803,0,6,23960,66171,23112,56959,45.41028648,114.349634,157.6185309,17.66080105,494,145
PS,106.7688427,324,26.83870968,3.090322581,57.75806452,67.99354839,1.114197531,0.856879386,38.82746479,36.16901408,33.21830986,5.873746303,6.501446375,6.234038512,20.34019309,1.491719296,545.2650291,365.5279051,1299.750567,4406.19625,1.003281609,1.193123161,33.14887746,10.24506019,0.009080102,0.024458315,8.898711414,5.63900981,7.239819932,6.567525138,0.044982699,0.14532872,-0.144461041,-0.355280393,0.221588236,28.92456294,251.3240612,25.28622993,123.7248772,86.7878753,0.569888081,1.467314335,1.764909068,0.569409179,0.456327417,0.601967555,3,10,8320,649,17905,21078,19.39869762,42.14555634,54.88045622,19.712588,77,161
WS,5.848954637,245,654.2051282,360.8162393,8.230769231,86.71794872,1.03909465,0.966443704,218.8793503,10.22041763,51.50580046,7.665236514,3.252413652,4.815903086,17.67185556,1.924722008,406.1901079,211.0383246,981.1020408,2889.648926,1.494856965,1.238992107,19.25544334,13.22790544,0.235185736,0.171743101,4.084055161,2.491747468,3.969919922,4.52184226,0.485714286,0.414285714,-0.989610023,8.186290123,0.885428133,24.86084033,198.2376016,18.87811484,75.60461228,64.96669755,0.72237899,1.820298148,1.318634822,-0.147744281,2.759971722,1.225237826,0,8,153084,84198,1926,20292,312.4674216,15.6543239,106.4875376,13.65756503,282,220
PS,88.32072807,150,72.42361111,32.52777778,135.9513889,11.84027778,1.038397329,0.961588907,53.21960784,73.50980392,20.77254902,6.245213088,6.641773975,3.666167295,13.86294405,3.41171101,261.0666564,76.52074155,603.755102,1394.970534,1.496095448,1.738983263,23.21341465,6.761859341,0.011068741,0.112806352,7.244634267,8.806895276,6.793860602,4.87377679,0.044776119,0.347107438,-0.844046795,-0.79348562,5.561753904,23.68751777,228.7482344,24.16277238,109.1228171,59.95054798,0.823943968,3.062922177,1.822085346,0.05153157,0.223074962,2.195989321,0,5,10429,4541,19577,1705,32.82986019,92.77993152,18.7426516,7.73363357,264,111
PS,58.5762719,189,66.75690608,1,173.3149171,89.72928177,1.306905371,0.871268923,74.94249201,176.7316294,74.91693291,6.528643092,6.939161117,5.009777596,15.54223646,2.543171339,317.634175,124.8968837,758.8866213,1965.799219,1.469891944,1.34101523,33.99461904,6.028023178,0.007417476,0.088852167,19.25002042,4.512923642,7.262117424,5.372059411,0.019354839,0.297468354,0.937146078,0.340190079,-0.577260358,28.44052962,167.8890308,31.80407888,91.89950862,80.04528443,0.483934947,2.063219528,2.488135197,1.137140889,0.958966282,0.855018304,2,4,12083,1,31370,16241,53.97898629,138.0888706,102.9799566,13.78453879,378,210
PS,107.3624221,314,22.27,24.25333333,15.67,24.62333333,1.604327666,0.725327015,38.08812261,21.43678161,28.45210728,5.618567523,4.778295901,5.59756396,20.0094362,2.313814644,646.4987882,279.4082015,1257.823129,4194.721943,1.520809804,1,56.90922558,5.958403905,0.028769795,0.005449415,21.89774946,34.63344686,6.743632639,7.727397508,0.159695817,0.015209125,-0.021417157,-0.503070962,0.012616119,36.95031233,191.71915,20.88169896,87.4975242,125.735259,0.414721055,1.800664189,3.710129839,0.660490135,0.627092204,0.467034685,0,13,6681,6977,4701,7387,17.50858171,14.31716103,15.25040291,20.5203794,339,188
WS,12.55720926,274,236.1908397,183.7099237,46.6870229,93.29007634,1.024074074,0.973571595,95.08196721,57.02868852,46.10655738,7.509437458,4.284293572,6.377949847,18.69927937,1.279381084,392.3498131,306.6715758,1098.498866,3423.522865,1.105110177,1.397075477,16.02963649,16.02963649,0.179667701,0.030465878,3.44367735,5.580057784,4.504239315,6.370524145,0.429752066,0.150406504,-0.231852357,17.1530798,-0.607043775,22.21229646,214.4471947,28.97579919,104.3779576,64.11854597,0.695765215,1.25,1.155986596,0.455502548,3.747134815,0.403086208,1,4,61882,47871,12232,24442,129.7560021,97.71953823,74.16265274,17.76983717,373,110
PS,105.4931476,189,49.30939227,7.414364641,116.2541436,34.70718232,1.148771022,0.879894866,56.88125,101.43125,24.3875,6.32989078,6.831013567,4.830076023,15.54223646,2.299753408,302.0508403,131.3405339,758.8866213,1965.799219,1.763592232,1.495917901,28.07669799,7.214592441,0.008907007,0.105348184,11.071183,4.939873418,7.053560433,5.175978054,0.024691358,0.32278481,2.890758622,2.513837429,-0.89822258,25.42678727,180.2945316,58.63488626,61.41376691,70.58258087,0.587138421,2.000813341,1.957153092,1.676977424,1.702106161,0.575449554,0,4,8925,1162,21042,6282,44.22273321,115.1587017,34.57759955,12.70822558,238,205
PS,75.49550143,232,31.62612613,3.918918919,30.00900901,70.6036036,1.180084746,0.878303838,39.35294118,27.35294118,34.38107417,5.833098402,5.176524948,6.403564424,17.21276786,3.676317629,518.7493022,141.1056809,930.7891156,2670.242829,1.666150856,1.139607468,37.8888667,6.528880477,0.046091529,0.020236696,8.077560004,4.763520595,5.99638606,6.480185454,0.212765957,0.111702128,-0.324127055,1.441540505,0.229854844,35.27308784,259.3483861,35.8479562,124.2621567,88.83549435,0.530243993,2.835119781,2.538693529,0.428249187,1.35777003,0.768022212,2,9,7021,649,6662,15674,20.39165706,33.58986749,56.19741254,12.44148063,489,125
WS,41.69236527,181,362.4682081,346.3872832,175.3641618,440.8208092,1.027624309,0.971679935,116.556962,73.39240506,208.1012658,7.139717534,6.842699742,7.123793329,15.19488005,1.038231693,189.6434494,182.6600466,725.3446712,1836.920879,1.48328489,1.702439819,12.95820792,12.95820792,0.007480772,0.008161753,16.11075949,12.88924051,7.269834734,7.158779089,0.025316456,0.03164557,-0.683754369,0.872342063,-1.144962074,16.74825144,166.5100753,18.54197909,69.72485176,51.83283169,0.69988825,1.082637869,1.126887414,-0.455663796,1.033089547,-0.295357298,0,3,62707,59753,30338,76262,145.9074272,74.36669253,236.0064348,15.46985555,245,108
PS,172.1928547,190,96.75824176,6.313186813,255.0549451,1.307692308,1.191040843,0.955386122,61.11285266,126.1661442,2.605015674,6.791839901,7.163678209,0.538273871,15.58511167,5.866655035,486.4339837,82.91504798,763.0793651,1982.112853,1.710752754,1.326445888,35.4511773,5.610343505,0.010618312,0.867844824,9.534613561,0.034435752,6.793601795,0.490069884,0.029239766,0.935672515,-0.608749111,-0.68136816,26.29706305,35.46038486,188.6526678,39.87603381,107.4089831,82.12304161,0.690107013,4.548766168,2.698345147,0.045793869,0.051281579,5.104354384,1,6,17610,968,46420,238,54.84921201,147.2652061,6.085819055,7.795605128,409,120
WS,20.56086783,418,145.7769424,396.6842105,258.8320802,349.914787,1.022031824,0.97271504,73.00265252,116.7559682,272.9734748,7.359847538,7.511643638,5.016124256,23.07600755,1.095081249,682.1879836,622.9565014,1672.904762,6433.993819,1.329747322,1.170496806,19.67507429,19.67507429,0.01223,0.168628644,10.23808117,2.12677305,7.182965344,4.622100801,0.07712766,0.412698413,-0.46084069,-0.302189769,1.628496536,25.64326887,176.729118,36.19713285,86.71396453,78.70029715,0.683941486,1.075361524,1.151091682,-0.234942044,0.043192628,1.568608279,1,5,58165,157879,103274,139616,75.06493676,151.0018984,520.2595774,23.84618409,143,136
PS,109.6188678,714,32.4398827,36.34604106,11.00879765,2.790322581,1.333802321,0.882374346,43.45238095,15.66507937,7.142857143,6.187858918,3.37404051,2.119112634,30.16938185,4.843332095,3206.049598,661.9512219,2859.451247,14377.97942,1.73444382,1.463244564,78.67911437,9.468817279,0.166540611,0.283729331,6.231895163,7.243928506,4.32695703,3.403822166,0.395023328,0.526742301,1.481414954,12.46724178,82.71624086,71.27822844,172.7589592,30.38834997,87.24841744,176.2958633,0.522046201,3.710223136,3.319835828,1.159227186,3.23027362,8.069013293,2,13,22124,24107,7508,1903,26.39137076,24.99718304,9.972617652,19.21130504,171,194
WS,90.56135902,370,24.71671388,198.4815864,20.3286119,92.29745042,1.170600135,0.862877132,41.06800618,18.63214838,59.04636785,5.698546935,4.665281606,6.013480986,21.70508931,1.130615263,576.8209566,510.1832388,1480.038549,5354.061481,1.419624645,1.437911398,37.61947962,10.33015187,0.11577627,0.068922693,6.402175783,5.046597294,5.418152382,5.872491994,0.334365325,0.253869969,-0.174369376,-0.330308558,-0.704820318,28.72547486,245.9871848,32.52106417,136.7840225,95.89926298,0.522966376,1.166259419,1.883209392,0.58234615,0.871838568,0.769247446,1,7,8725,69712,7176,32581,18.66050285,22.70851639,96.58370949,24.63043332,476,207
PS,87.15390359,385,243.138587,431.9538043,110.7798913,518.7309783,1.090909091,0.945384063,104.0655022,100.8981077,237.5298399,7.826706717,4.642290231,8.08118699,22.16144803,2.171351584,850.8604818,391.8575362,1542.929705,5698.92608,1.435057462,1.29342222,30.01822833,13.2515004,0.195080807,0.008049289,2.372352961,7.747083807,4.320599107,7.265433809,0.435530086,0.028653295,-0.663577424,7.052880283,-0.920339858,30.98141333,239.9768474,26.57964116,111.2532657,86.53945746,0.749353177,1.864673743,1.498186185,0.137538936,2.62551302,0.318353567,2,6,89475,158592,40767,190893,116.2872887,208.8275186,326.8777542,16.61492443,39,261
PS,138.7901898,153,19.54109589,5.554794521,32.33561644,3.97260274,1.274418605,0.721736797,30.71311475,32.59836066,8.754098361,5.187481095,5.686658271,3.467083273,13.95888253,1.393389509,170.3284139,122.2403447,612.1405896,1424.133097,2,1,33.0771969,5.109864161,0.007592045,0.019349637,28.70081967,20.82377049,7.211274736,6.226520573,0.016393443,0.090163934,2.195322282,-0.360104262,0.397747166,17.33662201,265.0710141,14.22321647,97.49732694,76.37412212,0.595230072,1.169021877,2.746262024,1.042081866,0.429919317,0.912516177,1,6,2853,666,4721,580,14.33270363,20.07768386,3.81766838,14.83002358,473,390
WS,24.6572005,238,264.6666667,333.0745614,24.46491228,177.0087719,1.048319328,0.962509426,104.4571429,24.63333333,116.8952381,7.442453391,3.603977094,6.243970277,17.44382206,1.416364376,335.1284658,236.6117586,955.9455782,2779.224095,1.67597611,1.68694852,15.42990276,15.42990276,0.251052218,0.050163313,2.688225689,7.689722424,3.875013462,6.194762941,0.5,0.212264151,-0.843217234,5.541196612,-0.828121746,21.59902236,198.0349909,26.1021237,85.91107641,61.71961104,0.690840338,1.348567529,1.215118508,-0.341740973,2.378726972,0.388194731,2,5,60344,75714,5578,40358,126.4442299,45.30068739,148.8816494,16.01627051,160,195
PS,94.63222496,274,68.44656489,190.3282443,142.1259542,293.0839695,1.389982111,0.800394908,67.41394336,129.335512,200.08061,6.781066894,6.810441847,7.249447763,18.69927937,2.59974084,559.2918821,215.1337062,1098.498866,3423.522865,1.013073508,1.108859031,49.39751158,5.930824472,0.011179692,0.008098733,12.79450038,14.91774316,7.133674154,7.279862732,0.068085106,0.038297872,5.861152909,6.902687782,-0.701987429,36.98480035,205.4412596,32.96921019,89.57646811,110.6566721,0.465825859,2.320227281,3.32600295,1.586291188,1.770712039,0.157840361,0,4,17933,49605,37237,76788,47.67409846,127.093805,185.5179273,15.94016269,165,234
PS,118.0423889,171,68.01829268,244.9268293,108.1219512,79.25,1.106881406,0.948291689,59.89864865,67.60810811,80.93918919,6.432626148,5.258081014,6.161344288,14.79435884,1.34609106,199.3079134,148.064213,687.6099773,1695.458125,1.462197964,1.483243613,18.86387234,9.487858388,0.089433784,0.017438244,5.42176296,19.97396666,5.442781472,6.899778567,0.298013245,0.105960265,-0.79374621,-0.95266493,0.014393902,20.59692054,251.1648882,26.93222366,126.1629618,56.70346146,0.533069382,1.315546329,1.429577362,0.513951426,0.432254853,0.661242303,0,6,11155,40005,17732,12997,47.5693938,98.646003,63.97802357,15.65655278,82,118
PS,76.59935105,153,59.11643836,1.191780822,137.2328767,34.43150685,1.152487961,0.884242388,59.078125,125.421875,29.8984375,6.318191813,6.76852473,4.920180295,13.95888253,1.865825341,197.0998654,105.6368252,612.1405896,1424.133097,1.032485237,1.467846012,22.7467609,7.177064068,0.008678121,0.070317341,17.53821734,6.471672772,7.050780567,5.625600645,0.023076923,0.269230769,1.038481345,2.682378792,-1.058446725,19.87186387,178.5625833,24.91036084,78.6474917,59.84764994,0.649467181,1.675881206,1.745883979,1.203647103,1.590464482,0.543166812,1,5,8631,29,20036,5027,50.38040365,117.0871962,34.59747151,11.85756114,214,155
PS,60.80755719,320,105.8431373,303.3398693,150.2026144,174.4771242,1.206869633,0.862097805,76.26916221,130.3796791,122.8146168,7.02861894,6.304327455,6.415261285,20.20853997,1.164535721,472.4763749,405.720809,1282.979592,4321.190728,1.438866689,1.017023343,33.1931243,10.11298438,0.044044109,0.040062005,7.933348585,6.324582475,6.339362476,6.259634067,0.200716846,0.182795699,0.540031197,1.280710189,0.418759741,27.44281319,296.5120112,50.83087983,141.2704628,86.61221736,0.529332393,1.242870768,1.778354786,0.842200736,1.24049756,1.060923854,1,6,32388,92517,45962,53390,83.77355235,160.320262,181.7510898,22.08018234,14,135
PS,101.9222045,243,35.34482759,2.288793103,85.55603448,8.909482759,1.247225025,0.907418451,42.23114355,50.55231144,12.38199513,6.039704812,6.814763164,3.586278089,17.59617275,3.149886975,512.9806849,162.8568545,972.7165533,2852.681418,1.794678135,1.140308319,37.53569798,6.918429145,0.007691644,0.141666319,12.79125765,5.132913643,7.269175449,4.73897074,0.018779343,0.370892019,-0.188974112,0.558028665,0.889543735,35.53916178,300.230563,24.7626488,125.6144064,88.90825425,0.482159456,2.504256064,2.422254295,0.537472379,1.031592683,1.350378285,1,8,8200,300,19849,2067,23.34361149,55.84396641,12.40882249,14.19150473,492,135
WS,33.67752182,182,217.0229885,168.2068966,438.3735632,50.24712644,1.036834925,0.974352974,143.9873418,305.3417722,38.75949367,7.128260234,5.890737461,5.924124701,15.23873261,1.128417081,199.4252975,176.7301301,729.537415,1852.870932,1.691216559,1.513813838,13.4261982,13.4261982,0.064566798,0.011170845,7.948143252,12.6408084,5.847825386,6.961293691,0.248407643,0.06918239,-0.970014409,-1.11992566,0.013273823,18.17353197,223.3011932,19.42541991,115.1354831,53.70479279,0.642590962,1.163658948,1.19489939,0.313520433,0.332127449,0.614549998,0,5,37762,29095,76277,8743,142.1326867,377.2364172,39.11582958,15.61757593,126,135
PS,78.67934778,153,51.65068493,39.28082192,38.01369863,29.70547945,1.127214171,0.915071103,48.95348837,40.63565891,33.97674419,6.247708977,5.766747348,4.849448761,13.95888253,1.932667972,200.5993211,103.7939905,612.1405896,1424.133097,1.477335574,1.336233945,21.23763292,7.662382525,0.011432318,0.057372549,19.9287518,9.124819625,6.931236394,5.812783548,0.068181818,0.246031746,0.332053227,4.202200676,2.405933095,20.88169859,270.3976538,21.69413486,123.1184931,57.80003089,0.579315207,1.650651492,1.633705474,0.751210575,1.638404375,1.542131257,1,6,7541,5590,5550,4337,32.90013792,34.77362926,35.43509749,12.65057991,488,247
PS,114.1168035,162,68.6,113.0451613,76.74193548,276.5806452,1.116564417,0.966813206,48.74637681,43.15217391,132.2681159,6.322488679,6.171128319,6.909963841,14.38268847,2.273523913,237.9955632,104.6813547,649.8752834,1557.825624,1.706231266,1.530428044,22.37607355,7.635580389,0.008400941,0.008062532,21.39357789,13.83897414,7.208723783,7.163936439,0.042253521,0.02238806,-0.591628818,1.153496864,-0.992080453,24.22495278,267.1311352,17.61428507,125.0598935,60.02330788,0.552089741,1.994185373,1.678036793,0.219243671,0.799094195,-0.364180807,2,2,10633,17368,11895,42870,32.41178599,37.42740736,132.6493253,12.14779383,420,145
PS,95.93097377,184,37.28977273,214.6761364,71,61.47727273,1.124497992,0.915470836,40.67515924,56.05095541,44.98726115,5.995351952,5.098355396,5.168187319,15.3260613,2.018938587,271.3639214,134.4092005,737.9229025,1884.908607,1.548713555,1.435533793,23.90810699,8.187545947,0.102604763,0.058105854,3.985957792,6.698701299,5.260366555,5.934086499,0.325,0.23125,0.693471618,0.91385925,-1.257454217,22.72061337,202.2148396,22.61669161,92.02518036,64.19130588,0.616420531,1.724909047,1.675101175,0.97486529,1.293157423,0.354772492,3,3,6563,37608,12496,10820,26.41089453,86.18063746,56.87266025,13.17206459,253,159
WS,97.92315025,182,573.4252874,416.0287356,27.61494253,173.7988506,1.028965517,0.970986888,198.8012821,23.21153846,97.22435897,7.293518208,5.327729384,5.671720453,15.23873261,2.94270117,322.0464408,109.4390569,729.537415,1852.870932,1.528908801,1.475491486,24.3424892,7.80461276,0.038121414,0.073074488,11.36618326,4.118655241,6.335451893,5.442895648,0.189189189,0.262195122,-0.79061689,-0.648604281,-0.589809363,27.21169875,227.7992171,30.73134447,103.8305601,64.29420392,0.644682976,2.617398998,1.731469571,-0.030505616,0.496197976,0.738255562,3,4,99776,72216,4805,30241,268.4266047,23.39530373,177.2950324,10.39646564,410,226
PS,94.04193796,190,70.07142857,328.2857143,2.236263736,16.23626374,1.042440318,0.964151382,53.26506024,5.759036145,19.39759036,6.343347303,1.467292526,1.432602431,15.58511167,1.620205306,255.6310815,157.7769685,763.0793651,1982.112853,1.903144858,1.703597136,17.70203388,11.16160161,0.567601587,0.689133097,0.809144371,0.251225179,1.781056883,1.24392087,0.754601227,0.840236686,-0.301105206,13.96880344,11.18307466,19.8369868,301.1805818,28.52003314,149.4535183,57.72727098,0.697806817,1.439384754,1.342146526,0.089297302,3.612293445,3.409566415,1,4,12753,59567,407,2955,32.15775601,6.504791412,48.76039425,13.78157352,490,109
PS,145.6611728,242,73.71428571,26.86147186,174.038961,47.50649351,1.666999003,0.781638669,76.53924051,156.7265823,44.73670886,6.846047609,7.238983349,2.762990265,17.55820901,1.931453561,399.0999337,206.6319075,968.5238095,2834.257246,1.439553133,1.737371486,49.64656555,5.294074662,0.006875945,0.409007803,20.585,0.786346154,7.447713904,2.703416474,0.020512821,0.645,3.246926213,1.414406466,1.739565131,34.10762281,183.6526558,17.61428507,107.2418628,109.8812804,0.3702078,1.778681373,3.655575125,1.407054197,1.187949808,1.770906612,1,5,17028,5975,40203,10974,58.81076641,132.4314844,88.95151022,19.17579131,414,219
PS,104.9758014,1099,57.4699714,32.21830315,7.397521449,6.955195424,1.029135338,0.947967116,42.85565991,11.53583786,9.674246169,6.391649258,2.939119539,2.774962424,37.41639732,1.142938471,2970.955921,2599.401451,4398.188209,27427.39291,1.004821958,1.141811345,33.17091148,33.17091148,0.296784448,0.363514031,3.071574764,1.964698879,3.492652619,3.159809065,0.541338583,0.601377953,-0.686130726,10.62580778,5.169304344,42.08094676,177.3827378,39.11970698,73.11617165,132.6836459,0.697348448,1.123070513,1.256152589,0.425862677,3.063495908,2.231684927,9,31,60286,32749,7760,7296,47.34202373,15.79266381,13.10174652,37.46955001,301,192
WS,118.5784312,281,179.5724907,192.6505576,103.0371747,55.42007435,1.164467898,0.938596739,84.46090535,59.37860082,38.27160494,7.361674433,5.362376778,5.119213412,18.94743232,3.362945201,661.7742518,196.7841318,1127.848073,3561.637504,1.539706803,1.631178081,35.28654539,8.443639083,0.123636832,0.102923104,2.467352263,4.573969911,5.010244,5.342205821,0.346774194,0.31092437,-0.801826166,-0.148148598,0.169439599,35.7876684,284.5133546,30.73134447,127.2159145,87.46036894,0.574244591,2.608393514,2.043014123,0.629886582,0.951671957,0.94814823,0,6,48305,51555,27717,14908,139.3242299,117.9190326,61.1615428,13.72019529,486,118
PS,89.04260798,150,56.97222222,4.805555556,133.2291667,20.11805556,1.058430718,0.96820694,60.08366534,125.6135458,16.45816733,6.227919859,6.787844793,3.037319704,13.86294405,4.876009979,312.10274,64.00781405,603.755102,1394.970534,1.930356564,1.48333956,27.67476545,5.671803974,0.010082976,0.32794639,18.91883531,1.102181401,6.873870002,3.105213103,0.037313433,0.572649573,1.047196849,0.804325153,0.062728851,27.7074249,272.4957798,56.86522336,124.3486633,66.69313885,0.831368629,4.228488367,2.254990498,1.044753597,1.083515791,1.291047542,1,5,8204,549,19185,2897,40.84794712,103.9741367,32.45477548,6.552560276,497,208
PS,138.3528364,307,241.2798635,129.5119454,38.55631399,3.979522184,1.084357084,0.924187008,111.1922366,30.44916821,6.944547135,7.598190344,2.896315943,1.161463723,19.7746149,1.879634082,562.4185502,299.2170421,1228.473923,4048.766457,1.143817216,1.809466632,26.10709368,12.25562533,0.417865928,0.750338299,0.780060956,0.206948393,2.759589722,1.03170234,0.647058824,0.866171004,-0.503931184,3.816208552,26.21658166,28.22777565,169.2891328,24.09761423,70.39420105,76.72543801,0.662991468,1.720106365,1.464105299,-0.210954627,2.072189941,4.747401653,1,9,70695,37655,11297,1166,106.1802038,72.68301182,13.87559022,16.41048264,246,125
